id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,business_hours,search_city,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address,attributes.business_temp_closed,attributes.menu_url,attributes.waitlist_reservation,attributes.open24_hours
asQI-htQqdVUi5BQgqXg-w,cafe-trang-bistro-lehi-2,Cafe Trang Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/1Gb0JbSpSYY12SeyUYyQXw/o.jpg,False,https://www.yelp.com/biz/cafe-trang-bistro-lehi-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,150,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"['pickup', 'delivery']",$$,+13853527168,(385) 352-7168,2952.5847187132968,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.43342152098205,-111.880445773891,1881 W Traverse Pkwy,Ste C,,Lehi,84043,US,UT,"['1881 W Traverse Pkwy', 'Ste C', 'Lehi, UT 84043']",,http://www.cafetrangbistro.com/sites/cafetrangbistro/menustore2.aspx,,
o5zQj7iKeog65TXXIeUheg,snoasis-alpine,Snoasis,https://s3-media0.fl.yelpcdn.com/bphoto/l2OGjal3fgwK3jzo1eNeSQ/o.jpg,False,https://www.yelp.com/biz/snoasis-alpine?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,22,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}]",4.1,[],$,,,8693.193414426214,[],"Lehi, UT",40.447347930242856,-111.78037402046184,424 Alpine Hwy,,,Alpine,84004,US,UT,"['424 Alpine Hwy', 'Alpine, UT 84004']",,,,
XguF2kUvs5keTtqyzou8WQ,starbucks-lehi-6,Starbucks,https://s3-media0.fl.yelpcdn.com/bphoto/tA0FoIJtcg-0taNPrG7PrQ/o.jpg,False,https://www.yelp.com/biz/starbucks-lehi-6?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.7,"['pickup', 'delivery']",,+18018990338,(801) 899-0338,889.959453711442,"[{'open': [{'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.41626,-111.8693,2255 N 1200th W,,,Lehi,84043,US,UT,"['2255 N 1200th W', 'Lehi, UT 84043']",,https://www.starbucks.com/menu,,
CfQbbRtJlLCifupgIU0HXQ,roxberry-juice-highland,Roxberry Juice,https://s3-media0.fl.yelpcdn.com/bphoto/W7KfwEZCgLgh9E93Lx0iew/o.jpg,False,https://www.yelp.com/biz/roxberry-juice-highland?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,38,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.9,"['pickup', 'delivery']",$,+18017561051,(801) 756-1051,7412.066676656471,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2215', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2215', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2215', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2215', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2315', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2315', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.432279,-111.787642,5406 W 11000th N,,,Highland,84003,US,UT,"['5406 W 11000th N', 'Highland, UT 84003']",,,,
Jn8Ziw9w9HIeBH2MtINpew,sonic-drive-in-american-fork,Sonic Drive-In,https://s3-media0.fl.yelpcdn.com/bphoto/rrMwkNFgYPnCVdZQhQWPWA/o.jpg,False,https://www.yelp.com/biz/sonic-drive-in-american-fork?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,106,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",1.5,"['pickup', 'delivery']",$,+18017638656,(801) 763-8656,5648.298279667815,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.3798603,-111.814014315605,147 North West State St,,,American Fork,84003,US,UT,"['147 North West State St', 'American Fork, UT 84003']",,https://www.sonicdrivein.com/menu,,
w8PZ4lIpyV3YWZpJna2kXg,rowes-diner-saratoga-springs,Rowe's Diner,https://s3-media0.fl.yelpcdn.com/bphoto/NFtQZ1pL6agTlfwXYNCzFw/o.jpg,False,https://www.yelp.com/biz/rowes-diner-saratoga-springs?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",0.0,[],,+18017538123,(801) 753-8123,8556.111226003806,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]","Lehi, UT",40.338434,-111.911762,,,,Saratoga Springs,84045,US,UT,"['Saratoga Springs, UT 84045']",,https://rowesdiner.com/menu,False,
A2uN3Q6rKe6FSRJCmyAqYw,thirst-drinks-pleasant-grove,Thirst Drinks,https://s3-media0.fl.yelpcdn.com/bphoto/wuymEgx1Qy4o_cwVcaHrXw/o.jpg,False,https://www.yelp.com/biz/thirst-drinks-pleasant-grove?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,11,"[{'alias': 'bouncehouserentals', 'title': 'Bounce House Rentals'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'facepainting', 'title': 'Face Painting'}]",3.0,[],,,,9784.644207292451,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '0830', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.36390356219907,-111.7695384,425 S North County Blvd,,,Pleasant Grove,84062,US,UT,"['425 S North County Blvd', 'Pleasant Grove, UT 84062']",,http://thirstdrinks.com/menu,,
-0R9UlnYNxUYjPFGQQX3cw,hokulia-shave-ice-eagle-mountain-2,Hokulia Shave Ice,,False,https://www.yelp.com/biz/hokulia-shave-ice-eagle-mountain-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,0,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",0.0,[],,+18017871849,(801) 787-1849,9646.071181959756,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.36363907221863,-111.9669872,4045 E Pony Express Pkwy,,,Eagle Mountain,84005,US,UT,"['4045 E Pony Express Pkwy', 'Eagle Mountain, UT 84005']",,https://hokuliashaveice.com/menu/,,
Qlxx0NBye7ibZ5daQB48MA,nothing-bundt-cakes-american-fork,Nothing Bundt Cakes,https://s3-media0.fl.yelpcdn.com/bphoto/4ZW5Y6bG8YpKT2Df-HY09A/o.jpg,False,https://www.yelp.com/biz/nothing-bundt-cakes-american-fork?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,75,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",4.2,"['pickup', 'delivery']",$$,+13852652067,(385) 265-2067,4423.247916937555,"[{'open': [{'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0930', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","Lehi, UT",40.38822810366967,-111.8241857,987 W 500th N,Ste 105,,American Fork,84003,US,UT,"['987 W 500th N', 'Ste 105', 'American Fork, UT 84003']",,https://www.nothingbundtcakes.com/all-products/?bakery=165&utm_source=yelp&utm_medium=referral&utm_campaign=menu_link,,
OvbG8eQjJzrbPvMe6r3xNQ,kneaders-bakery-and-cafe-lehi,Kneaders Bakery & Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/DkHasGV9cNu47dwAiYP7VQ/o.jpg,False,https://www.yelp.com/biz/kneaders-bakery-and-cafe-lehi?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,199,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.7,"['pickup', 'delivery']",$,+18017689977,(801) 768-9977,4437.84609017657,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.4315303018934,-111.82672932744042,1384 E 3500th N,,,Lehi,84043,US,UT,"['1384 E 3500th N', 'Lehi, UT 84043']",,,,
kGR3HjHhvjUCbUuVDkqqFA,fiiz-drinks-american-fork-2,FiiZ Drinks,https://s3-media0.fl.yelpcdn.com/bphoto/pH-dqbBqUCsq4CPhNwhbHg/o.jpg,False,https://www.yelp.com/biz/fiiz-drinks-american-fork-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,18,"[{'alias': 'desserts', 'title': 'Desserts'}]",3.0,[],,+13852480408,(385) 248-0408,8490.23367128662,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.367513,-111.784934,499 S 500 E,Ste E,,American Fork,84003,US,UT,"['499 S 500 E', 'Ste E', 'American Fork, UT 84003']",,https://www.fiizdrinks.com/menu/,,
23H7pyYfyyz76agRdSCZmA,mcdonalds-lehi-7,McDonald's,https://s3-media0.fl.yelpcdn.com/bphoto/XHANaRewb8A4YKSaBbl_CQ/o.jpg,False,https://www.yelp.com/biz/mcdonalds-lehi-7?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,61,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.1,['delivery'],$,+18017683575,(801) 768-3575,3002.0833901031056,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.431992,-111.886216,Nec Sr92 Digital Dr,,,Lehi,84043,US,UT,"['Nec Sr92 Digital Dr', 'Lehi, UT 84043']",,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,,
t1bzcLheSiw_dpMjwnjhkQ,parlor-doughnuts-pleasant-grove,Parlor Doughnuts,https://s3-media0.fl.yelpcdn.com/bphoto/XIwh8nG4OqcDreH5AG7qmw/o.jpg,False,https://www.yelp.com/biz/parlor-doughnuts-pleasant-grove?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,37,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.4,"['pickup', 'delivery']",,+18016922220,(801) 692-2220,10108.089822192873,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","Lehi, UT",40.3585,-111.76944,2135 W 450th S,Ste A,,Pleasant Grove,84062,US,UT,"['2135 W 450th S', 'Ste A', 'Pleasant Grove, UT 84062']",,,,
ldFKJwysa6TD2WNeDxMbyA,crumbl-saratoga-springs-saratoga-springs,Crumbl - Saratoga Springs,https://s3-media0.fl.yelpcdn.com/bphoto/ZaKuKyWasG4RjP-5cuLY-Q/o.jpg,False,https://www.yelp.com/biz/crumbl-saratoga-springs-saratoga-springs?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,102,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.1,"['pickup', 'delivery']",,+18018231630,(801) 823-1630,5629.604477138245,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.3731736867355,-111.91724200554,24 W Pioneer Crossing,,,Saratoga Springs,84045,US,UT,"['24 W Pioneer Crossing', 'Saratoga Springs, UT 84045']",,https://crumblcookies.com/,,
-1-WcjBexV5YjIP_N5vE-A,chug-a-lug-truck-american-fork-2,Chug-a-Lug Truck,https://s3-media0.fl.yelpcdn.com/bphoto/83EfWlDdnXADUmFBVswanA/o.jpg,False,https://www.yelp.com/biz/chug-a-lug-truck-american-fork-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,4,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}]",5.0,[],,+18018305169,(801) 830-5169,7138.661940931923,[],"Lehi, UT",40.3806915283203,-111.806312561035,,,,American Fork,84003,US,UT,"['American Fork, UT 84003']",,,,
-70-Ai1Pceqd_T4IFsMLNA,zero-ice-cream-sub-pleasant-grove,Zero Ice Cream Sub,,False,https://www.yelp.com/biz/zero-ice-cream-sub-pleasant-grove?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,0,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",0.0,['delivery'],,+18017010606,(801) 701-0606,9479.662738727518,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.37095,-111.76877,672 N 2000th W,,,Pleasant Grove,84062,US,UT,"['672 N 2000th W', 'Pleasant Grove, UT 84062']",,,,
t732rfVDMWRJ7rbCtOViHw,la-fountain-mexican-restaurant-lehi,La Fountain Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/yLo554jdOnkFFSxFhZ8PMw/o.jpg,False,https://www.yelp.com/biz/la-fountain-mexican-restaurant-lehi?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,157,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.8,"['pickup', 'delivery']",$$,+18017662619,(801) 766-2619,4088.051172670959,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.3896396,-111.8276869,101 N 1200th E,Ste A6,,Lehi,84043,US,UT,"['101 N 1200th E', 'Ste A6', 'Lehi, UT 84043']",,,,
THOcFWmiR-BWZ8VIleSRIg,leilani-s-love-shack-american-fork,Leilani’s Love Shack,,False,https://www.yelp.com/biz/leilani-s-love-shack-american-fork?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,0,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",0.0,[],,+18016685141,(801) 668-5141,5762.566067165089,[],"Lehi, UT",40.3823898,-111.8103512,Pacific drive,,,American Fork,84003,US,UT,"['Pacific drive', 'American Fork, UT 84003']",,,,
K6Lk6JhtaptJof6jSP6Dng,7-eleven-lehi-5,7-Eleven,https://s3-media0.fl.yelpcdn.com/bphoto/d7U7f18V5VVRgVa8pYNy5w/o.jpg,False,https://www.yelp.com/biz/7-eleven-lehi-5?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,"['pickup', 'delivery']",,+13853525243,(385) 352-5243,1579.837044297613,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.41375656430345,-111.88652097321317,2106 N 2300th W,,,Lehi,84043,US,UT,"['2106 N 2300th W', 'Lehi, UT 84043']",,,,
Q6JyOGQf26EoG7gcTbEr7A,speedway-american-fork,Speedway,https://s3-media0.fl.yelpcdn.com/bphoto/mepwMayQLEURUY1jZ9MshA/o.jpg,False,https://www.yelp.com/biz/speedway-american-fork?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,3,"[{'alias': 'servicestations', 'title': 'Gas Stations'}, {'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.7,"['pickup', 'delivery']",,+18017630721,(801) 763-0721,8708.33806208316,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.363522,-111.784816,655 S 500 E,,,American Fork,84003,US,UT,"['655 S 500 E', 'American Fork, UT 84003']",,,,
uazpSnr0e12S-7i-T4GNqA,starbucks-lehi-4,Starbucks,https://s3-media0.fl.yelpcdn.com/bphoto/RzZLgFJjjCe43VnjM-w8Xg/o.jpg,False,https://www.yelp.com/biz/starbucks-lehi-4?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,31,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.3,"['pickup', 'delivery']",$$,+18017638057,(801) 763-8057,4047.5021726436357,"[{'open': [{'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0430', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.3886094892628,-111.82907932944728,1299 E Main St,,,Lehi,84043,US,UT,"['1299 E Main St', 'Lehi, UT 84043']",,http://www.starbucks.com/menu,,
jsGKRWPYX_wU3BLI3YaIYw,starbucks-bluffdale,Starbucks,https://s3-media0.fl.yelpcdn.com/bphoto/UIIgs5tVDyCnSPgxhL8Yng/o.jpg,False,https://www.yelp.com/biz/starbucks-bluffdale?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",5.0,"['pickup', 'delivery']",,+13852710324,(385) 271-0324,8997.790277203743,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","Lehi, UT",40.48414,-111.90624,568 W 14716th S,,,Bluffdale,84065,US,UT,"['568 W 14716th S', 'Bluffdale, UT 84065']",,,,
